appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
33620,Crash Time 3,2009-11-25,1,Synetic,Kalypso Media Digital,windows,0,Single-player;Multi-player,Action;Racing,Racing;Action;Open World,0,228,64,0,0,20000-50000,3.99
209750,Cannon Fodder 3,2012-08-06,1,Burut CT,Game Factory Interactive,windows,0,Single-player;Co-op,Action,Action;Strategy,0,57,56,0,0,20000-50000,10.99
396650,ACE Academy,2016-08-22,1,PixelFade Inc,PixelFade Inc,windows;mac;linux,0,Single-player;Steam Cloud,Action;Adventure;Indie;RPG;Simulation;Sports,Anime;Visual Novel;Dating Sim,0,1074,48,1,1,20000-50000,14.99
451840,Out of Ammo,2016-09-14,1,RocketWerkz,RocketWerkz,windows,0,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Leaderboards,Action;Indie;Strategy,Action;Strategy;VR,17,517,92,0,0,20000-50000,10.99
523790,Brave Dungeon,2016-09-02,1,Zakhar Zakharov,Atriagames,windows,0,Single-player;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Retro,0,86,37,500,543,50000-100000,0.79
21680,Bionic Commando: Rearmed,2009-07-28,1,Capcom,Capcom,windows,18,Single-player;Shared/Split Screen;Partial Controller Support,Action,Action;Platformer;Remake,0,453,287,15,16,200000-500000,6.49
418370,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,2017-01-23,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Horror;Survival Horror;First-Person,58,19022,1718,823,644,500000-1000000,19.99
551170,Onmyoji,2018-04-18,1,NetEase Games,NetEase Games,windows,0,MMO;Steam Achievements;Steam Trading Cards;In-App Purchases,Adventure;RPG;Strategy,Strategy;RPG;Adventure,121,552,258,2616,2616,100000-200000,0.0
591950,Zpeciation: Tough Days (TD),2017-02-15,1,RepkaTechStudio,Freshtrax,windows,0,Single-player;Steam Trading Cards,Indie;Strategy,Indie;Strategy;Tower Defense,0,19,15,314,314,20000-50000,0.79
528580,Found,2016-09-14,1,Priyam Parikh;Andrew Moran;Jake Stull;Jewel Lim;Niko Korolog;Aaron Bales,FoundVR,windows,0,Single-player,Adventure;Casual;Free to Play;Indie;Early Access,Early Access;Adventure;Free to Play,0,98,13,0,0,20000-50000,0.0
348300,Chip's Challenge 2,2015-05-28,1,Niffler Ltd.,Niffler Ltd.,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie,Indie;Puzzle;Sokoban,29,56,7,0,0,20000-50000,3.99
509240,Lethal Brutal Racing,2016-08-05,1,Petrodiy-Games,Atriagames,windows,0,Single-player;Steam Trading Cards;Steam Leaderboards,Action;Racing;Sports,Racing;Action;Sports,0,203,137,274,325,100000-200000,4.79
397350,Lords of the Realm II,2015-12-03,1,Impressions Games,Rebellion,windows,0,Single-player,RPG;Strategy,Strategy;RPG;Medieval,0,389,21,0,0,20000-50000,1.99
764050,Maelstrom,2018-04-11,1,"Gunpowder Games, LLC","Gunpowder Games, LLC",windows,0,Multi-player;Online Multi-Player;Partial Controller Support;Steam Cloud,Action;Indie;Massively Multiplayer;Simulation;Strategy;Early Access,Early Access;Action;Massively Multiplayer,0,640,107,0,0,20000-50000,15.49
274310,Always Sometimes Monsters,2014-05-21,1,Vagabond Dog,Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG,RPGMaker;Indie;RPG,10,1684,550,296,426,200000-500000,6.99
544810,KARDS,2019-04-12,1,1939 Games,1939 Games,windows,0,Single-player;Online Multi-Player;In-App Purchases,Free to Play;Indie;Strategy;Early Access,Early Access;Free to Play;Indie,0,321,75,0,0,50000-100000,0.0
331980,Last Inua,2014-12-11,1,Glowforth,Wired Productions;THQ Nordic,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie,Indie;Adventure;Casual,17,97,80,222,222,50000-100000,5.99
645790,Home Wars,2017-06-13,1,Insane Dreamers,Insane Dreamers,windows,0,Single-player;Steam Trading Cards,Action;Indie;Strategy,Strategy;Action;Indie,0,291,156,0,0,20000-50000,6.99
572430,Party Hard 2,2018-10-25,1,Pinokl Games;Kverta;Hologryph,tinyBuild,windows,0,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie;Simulation;Strategy,Indie;Action;Violent,41,526,99,0,0,20000-50000,15.49
672730,Find You,2017-09-04,1,Byting Games,Byting Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Includes level editor,Free to Play;Indie,Indie;Free to Play;Platformer,7,301,17,612,612,50000-100000,0.0
413680,Statues,2015-10-27,1,Room710Games,Room710Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Action;Adventure,9,151,69,0,0,20000-50000,3.99
377970,Void And Meddler,2015-10-28,1,no CVT;BlackMuffin,Mi-Clos Studio,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Cyberpunk;Point & Click,41,146,64,0,0,20000-50000,2.79
269610,Arcane Worlds,2014-01-28,1,Ranmantaru Games,Ranmantaru Games,windows,0,Single-player,Action;Adventure;Early Access;Indie;Strategy,Early Access;Indie;Adventure,0,111,93,0,0,20000-50000,6.99
459820,Crush Crush,2016-10-18,1,Sad Panda Studios,Sad Panda Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Stats;Steam Leaderboards,Casual;Free to Play;Indie,Free to Play;Sexual Content;Nudity,24,7239,982,2735,3707,500000-1000000,0.0
470220,UNO,2017-01-03,1,Ubisoft Entertainment,Ubisoft Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Full controller support;Steam Trading Cards,Casual,Card Game;Multiplayer;Casual,0,2923,2015,284,274,200000-500000,8.59
298180,The Desolate Hope,2014-05-05,1,Scott Cawthon,Scott Cawthon,windows,0,Single-player,Action;Adventure;Indie;RPG,RPG;Free to Play;Adventure,0,752,69,21168,31751,200000-500000,0.0
503400,Four Last Things,2017-02-23,1,Joe Richardson,Joe Richardson,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,17,288,13,116,116,20000-50000,6.99
566060,The Crypts of Anak Shaba - VR,2017-07-06,1,Virtual Rage Studios LLC,Virtual Rage Studios LLC,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Casual;Indie;RPG;Simulation,Adventure;Action;RPG,10,31,51,148,204,50000-100000,0.79
338050,Anoxemia,2015-01-16,1,BSK Games,BSK Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Adventure;Casual;Indie,Indie;Adventure;Casual,23,242,128,274,285,100000-200000,2.79
522090,Medieval Defenders,2016-11-11,1,Creobit,8Floor,windows,0,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases,Casual;Strategy,Strategy;Casual;Tower Defense,12,56,90,0,0,100000-200000,3.99
680360,Regions Of Ruin,2018-02-05,1,Vox Games,Poysky Productions,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie;RPG;Simulation;Strategy,RPG;Adventure;Indie,20,1090,175,248,245,100000-200000,10.99
574580,To The Capital,2016-12-28,1,Kormishenkov Anton,Kormishenkov Anton,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards,RPG,RPG;Rogue-like;JRPG,17,44,20,327,358,100000-200000,1.59
284000,Putt-Putt® and Pep's Balloon-o-Rama,2014-04-17,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,windows;mac;linux,0,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Family Friendly,0,42,7,0,0,20000-50000,3.99
658560,Zup! 7,2017-12-12,1,Quiet River,Quiet River,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Casual;Indie;Puzzle,2880,844,46,110,161,50000-100000,0.79
233980,UnEpic,2014-07-25,1,@unepic_fran,@unepic_fran,windows;mac;linux,16,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Includes level editor,Action;Indie;RPG,RPG;Indie;Platformer,57,5899,449,392,342,200000-500000,9.99
273590,Descent 3,2014-04-15,1,Outrage Entertainment,Interplay Inc.,windows,0,Single-player;Multi-player,Action,Action;6DOF;FPS,0,33,15,0,0,20000-50000,6.99
11590,Hospital Tycoon,2009-02-13,1,Deep Red Limited,Codemasters,windows,0,Single-player,Simulation,Simulation;Management;Singleplayer,0,175,301,119,176,200000-500000,3.49
436390,Prison Run and Gun,2016-03-16,1,Quantized Bit,Quantized Bit,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Retro,8,288,27,0,0,20000-50000,1.99
461820,Legionwood 1: Tale of the Two Swords,2016-05-10,1,Dark Gaia Studios,Dark Gaia Studios,windows,0,Single-player;Full controller support;Steam Cloud,Casual;Free to Play;RPG,Free to Play;RPG;Casual,0,110,16,0,0,50000-100000,0.0
583660,Dark Project,2017-02-02,1,651 GAMES,651 GAMES,windows,0,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Violent,0,35,31,399,410,20000-50000,3.19
755540,LIV,2018-02-12,1,LIV Inc,LIV Inc,windows,0,Steam Cloud,Utilities;Video Production;Web Publishing;Early Access,Early Access;Video Production;Utilities,0,113,8,0,0,50000-100000,0.0
557880,Say Goodbye,2017-01-03,1,morojenoe's empire,morojenoe's empire,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Violent;Adventure;Casual;Free to Play;Indie,Free to Play;Indie;Visual Novel,21,95,73,15,15,20000-50000,0.0
271590,Grand Theft Auto V,2015-04-13,1,Rockstar North,Rockstar Games,windows,18,Single-player;Multi-player;Steam Achievements;Full controller support,Action;Adventure,Open World;Action;Multiplayer,77,329061,139308,9837,4834,10000000-20000000,24.99
513880,Panzer Warfare,2016-08-25,1,Kobra Studio,Kobra Studio,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Casual;Indie;Massively Multiplayer;Simulation;Strategy;Early Access,Early Access;Action;Casual,8,40,17,0,0,20000-50000,1.59
4560,Company of Heroes - Legacy Edition,2007-07-17,1,Relic Entertainment,SEGA,windows,18,Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud,Violent;Action;Strategy,Strategy;RTS;World War II,0,4772,320,175,186,2000000-5000000,0.0
787220,Annotation of Love,2018-03-27,1,Tombas Tomáš Basovnik;Martin Hoferek,Tombas Tomáš Basovnik;Martin Hoferek,windows;mac;linux,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Free to Play;Indie,Free to Play;Indie;Casual,14,57,16,0,0,20000-50000,0.0
629380,Cosmic Pioneer,2017-06-07,1,Amaterasu Software,Amaterasu Software,windows,0,Single-player;Steam Trading Cards,Casual;Indie;Simulation,Indie;Casual;Simulation,0,11,14,294,316,200000-500000,0.99
447040,Watch_Dogs® 2,2016-11-28,1,Ubisoft,Ubisoft,windows,0,Single-player;Co-op;In-App Purchases;Partial Controller Support,Action;Adventure,Illuminati;Open World;Hacking,0,20905,5366,1231,1342,500000-1000000,49.99
325150,Run or Die,2014-12-11,1,Team Flow,Team Flow,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop,Action;Indie,Action;Indie;Platformer,15,108,15,0,0,20000-50000,3.99
656180,VAULT OF HONOR,2017-07-14,1,Virtual Top,VT Publishing,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;RPG;Strategy,Adventure;Action;Casual,5000,30,56,0,0,20000-50000,3.99
264160,WazHack,2014-02-17,1,Waz,Waz Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action;Indie;RPG;Strategy,Rogue-like;RPG;Indie,19,435,60,0,0,20000-50000,6.99
281200,A Boy and His Blob,2016-01-19,1,Abstraction Games;WayForward,Midnight City;Majesco Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Puzzle-Platformer;Puzzle,21,253,118,108,108,50000-100000,6.99
238090,Sniper Elite 3,2014-06-27,1,Rebellion,Rebellion,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Sniper;Action;Stealth,77,12737,3297,321,331,1000000-2000000,22.99
41900,The Bard's Tale,2009-12-11,1,inXile Entertainment,inXile Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;RPG,RPG;Adventure;Comedy,51,644,188,43,77,200000-500000,6.99
391560,Chicka Wars | Chicken Meat,2016-10-20,1,BUG-Studio,BUG-Studio,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie,Indie;Casual;Action,0,42,38,208,213,20000-50000,0.79
247370,Mutant Mudds Deluxe,2013-11-21,1,Renegade Kid,Good Shepherd Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Platformer;Indie;Action,10,328,114,0,0,100000-200000,6.99
472060,Ortus Regni,2016-06-21,1,Jon Sudbury Games,Jon Sudbury Games,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements,Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,31,115,24,0,0,50000-100000,0.0
331120,Passing Pineview Forest,2014-11-21,1,VIS-Games,United Independent Entertainment GmbH,windows,0,Single-player;VR Support,Action;Adventure;Indie,Horror;Free to Play;Adventure,0,1100,530,1,1,200000-500000,0.0
548480,NightZ,2017-02-14,1,Artem Bondin,Artem Bondin,windows,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Steam Trading Cards,Action;Adventure;Indie,Adventure;Action;Indie,0,29,81,285,382,20000-50000,0.79
450110,Amigdala,2016-03-28,1,GuidiGermano,GuidiGermano,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud,Action;Adventure;Indie,Adventure;Indie;Action,15,74,33,0,0,20000-50000,4.79
655930,Merri Puzzle,2017-06-22,1,Merriman Games,Merriman Games,windows,0,Single-player;Steam Achievements,Indie;Strategy,Indie;Strategy;Casual,50,11,26,0,0,20000-50000,0.79
605220,Get CARNAGE!!!,2017-05-27,1,Enjoy Games,Enjoy Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie,Action;Indie;Top-Down Shooter,9,37,7,259,291,20000-50000,3.19
366230,BASEBALL STARS 2,2016-04-27,1,SNK CORPORATION;DotEmu,SNK CORPORATION,windows,0,Single-player;Steam Achievements;Steam Cloud,Sports,Sports;Baseball;Arcade,30,33,12,0,0,20000-50000,5.59
390710,Acceleration of SUGURI 2,2018-03-07,1,Orange_Juice,Fruitbat Factory,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Indie;Action;Anime,24,237,66,357,357,20000-50000,5.99
238530,Super Puzzle Platformer Deluxe,2013-05-24,1,Andrew Morrish,Adult Swim Games,windows;mac,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie,Indie;Action;Casual,44,367,33,0,0,50000-100000,5.59
808290,Runes of Magic,2018-08-29,1,Runewaker Entertainment,Gameforge 4D GmbH‬,windows,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;In-App Purchases,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG,0,142,142,0,0,50000-100000,0.0
408410,X-Morph: Defense,2017-08-30,1,EXOR Studios,EXOR Studios,windows,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;Strategy,Tower Defense;Action;Strategy,40,818,60,0,0,50000-100000,14.99
400660,Reverse Crawl,2015-09-24,1,Nerdook Productions,Digerati Distribution,windows;mac,0,Single-player;Steam Achievements;Steam Leaderboards,Indie;RPG;Strategy,Strategy;RPG;Indie,18,348,41,100,100,20000-50000,4.79
344910,Sun Blast: Star Fighter,2015-04-02,1,OBLONE Software,EQ Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Adventure;Indie,Action;Shoot 'Em Up;Indie,24,371,225,200,226,100000-200000,0.79
287220,Autocraft,2017-09-20,1,Alientrap,Alientrap,windows;mac,0,Single-player,Casual;Indie;Simulation,Simulation;Sandbox;Building,0,167,123,43,43,20000-50000,6.99
489890,Puzzles At Mystery Manor,2016-06-15,1,EnsenaSoft,EnsenaSoft,windows,0,Single-player;Steam Trading Cards,Casual,Casual;Puzzle,0,52,35,228,228,50000-100000,0.79
40500,Sacraboar,2009-11-06,1,Makivision Games,Makivision Games,windows,0,Single-player;Multi-player;Steam Achievements;Steam Cloud,Action;Strategy;Indie,Strategy;Action;Indie,51,14,42,0,0,20000-50000,2.09
645940,OneScreen Solar Sails,2017-06-16,1,Anti-Ded GameDev,Anti-Ded GameDev,windows,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support,Casual,Casual,0,17,7,0,0,20000-50000,1.69
541300,Survive the Nights,2017-12-21,1,a2z Interactive,a2z Interactive,windows;mac,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Stats,Violent;Gore;Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access,Early Access;Survival;Zombies,20,629,723,64,64,20000-50000,19.99
816340,Kingdom Rush Origins,2018-10-17,1,Ironhide Game Studio,Ironhide Game Studio,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Indie;Strategy,Strategy;Tower Defense;Indie,83,1116,76,554,554,50000-100000,11.39
601930,Trianguluv,2017-03-15,1,Atara Games,Atara Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie,Indie;Action;Adventure,5,23,5,271,271,50000-100000,1.59
42990,Sword of the Stars II: Enhanced Edition,2012-11-30,1,Kerberos Productions,Paradox Interactive,windows,0,Multi-player,Strategy,Strategy;4X;Space,14,335,448,38,74,100000-200000,14.99
973090,Toilet Simulator,2019-01-18,1,Kavkaz Sila Games,Kavkaz Sila Games,windows,18,Single-player,Simulation,Simulation;Nudity,0,24,47,0,0,20000-50000,0.79
32760,Tachyon: The Fringe,2009-06-18,1,NovaLogic,NovaLogic;THQ Nordic,windows,0,Single-player;Multi-player,Simulation,Simulation;Space;Space Sim,0,102,15,0,0,20000-50000,6.99
797010,Mavi's Journey,2018-02-19,0,aburasobabiyori,DLsite,windows,0,Single-player,Casual;Free to Play;Indie;RPG,Free to Play;Casual;RPG,0,24,3,0,0,20000-50000,0.0
412880,Drift Streets Japan,2015-12-21,1,JDM4iK,JDM4iK,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Indie;Massively Multiplayer;Racing;Simulation;Sports,Racing;Simulation;Driving,0,1899,977,146,259,100000-200000,1.69
296180,Iron Storm,2014-05-08,1,Microids,Microids,windows,0,Single-player;Multi-player,Action;Adventure;Indie,Action;Adventure;Indie,0,46,23,0,0,20000-50000,1.99
466820,Zenodyne R,2016-05-29,1,Team Grybanser Fox,Team Grybanser Fox,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Shoot 'Em Up,26,45,8,0,0,20000-50000,6.99
386140,After The End: The Harvest,2017-06-02,1,Elushis,Elushis Music & Gaming,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Indie;Adventure,40,36,21,0,0,20000-50000,3.99
574810,Fight or Die,2017-01-06,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie;RPG,Action;Adventure;RPG,0,30,33,229,235,50000-100000,3.19
226960,Ironclad Tactics,2013-09-18,1,Zachtronics,Zachtronics,windows;mac;linux,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,Strategy;Indie;Card Game,1,381,170,142,142,50000-100000,10.99
485120,Frog Climbers,2016-10-06,1,TeamCrew,Dear Villagers,windows,0,Single-player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Leaderboards,Indie,Indie;Local Multiplayer;Funny,0,101,20,239,239,20000-50000,4.99
454600,Age of Cavemen,2016-05-24,1,Fuero Games,Fuero Games,windows,0,Multi-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support,Free to Play;Massively Multiplayer;Strategy,Free to Play;Strategy;Massively Multiplayer,45,302,239,0,0,100000-200000,0.0
214630,Call of Duty: Black Ops - Mac Edition,2012-09-27,1,Aspyr,Aspyr ,mac,18,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Valve Anti-Cheat enabled,Action,Action;Zombies;Multiplayer,68,168,105,0,0,50000-100000,15.49
461840,Zenge,2016-04-12,1,Michal Pawlowski,Hamster On Coke Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Indie;Puzzle;Casual,1,2325,100,133,133,100000-200000,0.79
298560,Captain Forever Remix,2016-06-03,1,Pixelsaurus Games;Future Crayon,Pixelsaurus Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud,Action;Indie,Indie;Action;Building,31,226,49,0,0,20000-50000,10.99
359220,MX vs. ATV Unleashed,2015-04-16,1,Rainbow Studios,THQ Nordic,windows,0,Single-player;Multi-player;Includes level editor,Racing;Simulation,Racing;Motocross;Simulation,0,181,88,0,0,20000-50000,8.99
804490,Creed: Rise to Glory™,2018-09-25,1,Survios,Survios,windows,0,Single-player;Online Multi-Player,Action;Indie;Simulation;Sports,Sports;Action;Simulation,30,306,63,0,0,20000-50000,23.79
283680,Astebreed: Definitive Edition,2014-05-30,1,Edelweiss,AGM PLAYISM,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Anime;Mechs;Shoot 'Em Up,40,1104,129,274,310,100000-200000,15.49
358650,Gryphon Knight Epic,2015-08-20,1,Cyber Rhino Studios,Cyber Rhino Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Indie;Shoot 'Em Up;Action,70,176,34,333,333,20000-50000,4.99
537090,Die for the Empire,2016-10-07,1,NedoStudio,NedoStudio,windows,0,Single-player;Steam Trading Cards,Action,Action;Shoot 'Em Up,0,5,15,273,273,20000-50000,0.79
377290,Biodrone Battle,2015-07-16,1,Bit Juggler,Bit Juggler,windows,0,Single-player;Steam Trading Cards,Action;Indie,Action;Indie;Anime,0,132,126,331,371,100000-200000,1.69
535850,Micro Machines World Series,2017-06-29,1,Codemasters,Codemasters,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Racing,Racing;Multiplayer;Action,44,111,305,99,99,20000-50000,24.99
435440,Galaxy Control: 3D Strategy,2016-08-10,1,FX Games Media,FX Games Media,windows;mac,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Steam Leaderboards;Steam Turn Notifications,Free to Play;Massively Multiplayer;Strategy,Free to Play;Strategy;Massively Multiplayer,97,180,166,17,17,100000-200000,0.0
91600,Sanctum,2011-04-15,1,Coffee Stain Studios,Coffee Stain Publishing,windows;mac,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Strategy,Tower Defense;Strategy;FPS,100,2552,296,153,166,1000000-2000000,7.19
247080,Crypt of the NecroDancer,2015-04-23,1,Brace Yourself Games,Brace Yourself Games;Klei Entertainment,windows;mac;linux,0,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;RPG,Rhythm;Rogue-like;Great Soundtrack,44,14162,533,326,290,1000000-2000000,10.99
340770,Death Goat,2016-06-07,1,Terminal Press,Terminal Press,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,6,240,68,2,2,20000-50000,1.99
438100,VRChat,2017-02-01,1,VRChat Inc.,VRChat Inc.,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Partial Controller Support,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,Early Access;Free to Play;Memes,0,25818,3323,1351,52,2000000-5000000,0.0
955900,了不起的修仙模拟器,2019-01-10,0,GSQ Games,Gamera Game,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Indie;RPG;Simulation;Strategy;Early Access,Early Access;Simulation;Strategy,222,2224,1332,4164,4164,200000-500000,14.49
733790,Not Tonight,2018-08-17,1,PanicBarn,No More Robots,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;RPG;Simulation,Simulation;RPG;Point & Click,15,461,88,505,505,20000-50000,15.49
258050,Survivor Squad,2015-01-21,1,Endless Loop Studios,Endless Loop Studios,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Action;Indie;Strategy,Strategy;Indie;Zombies,43,536,268,134,188,100000-200000,2.99
581130,Metal Waltz: Anime tank girls,2017-05-02,0,"Shanghai JingCai Computer Software Development Co., Ltd","Shanghai JingCai Computer Software Development Co., Ltd",windows,0,Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases,Adventure;RPG;Simulation;Strategy,Anime;RPG;Nudity,84,814,225,0,0,100000-200000,0.0
462930,AdVenture Communist,2016-08-23,1,Hyper Hippo Games,Hyper Hippo Games,windows;mac,0,Single-player;In-App Purchases,Casual;Free to Play;Indie;Simulation;Strategy;Early Access,Early Access;Free to Play;Clicker,0,2493,1149,261,93,500000-1000000,0.0
211780,Conflict Desert Storm™,2012-05-28,1,Pivotal Games,Square Enix,windows,0,Single-player,Action,Action;Tactical;Third-Person Shooter,0,376,93,0,0,50000-100000,4.99
843380,Super Animal Royale,2018-12-12,1,Pixile,Pixile,windows;mac,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Full controller support,Action;Adventure;Casual;Indie;Massively Multiplayer;Early Access,Early Access;Indie;Battle Royale,0,1177,38,222,222,20000-50000,10.29
416600,Full Metal Furies,2018-01-17,1,Cellar Door Games,Cellar Door Games,windows;mac;linux,0,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Indie;Adventure,36,963,94,637,637,50000-100000,14.99
